instance_id,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,space_n_elements,space_build_seconds,n_samples,n_ok,n_unreachable_in_space,n_not_in_space_bug,n_contradictory,h_max,AUC_claims,AUC_abs_claims,n_d_claims_evaluated,AUC_hops,n_d_hops_evaluated,n_symdiff_compared,n_symdiff_eq_dhops,n_symdiff_gt_dhops,n_symdiff_lt_dhops,frac_symdiff_eq_dhops,frac_symdiff_gt_dhops,frac_symdiff_lt_dhops
c05_s04_cov100_seed00000013_bw010,5,4,1.0,0.1,13,X,Y,4,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00027733299999965766,0.009219874999999433,0.009497207999999091,,15,0.004454333999998283,400,154,0,0,246,8,0.8,3.0,4,0.8,4,154,154,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000014_bw010,5,4,1.0,0.1,14,X,Y,4,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0002688329999998018,0.008628125000001319,0.00889695800000112,,15,0.004385500000001485,400,172,0,0,228,8,0.8,3.0,4,0.8,4,172,172,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000013_bw025,5,4,1.0,0.25,13,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0004307499999995912,0.0,0.0004307499999995912,,15,0.004197334000000552,400,107,0,0,293,6,0.6,2.0,4,0.8,3,107,107,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000017_bw025,5,4,1.0,0.25,17,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0003689169999994135,0.0,0.0003689169999994135,,15,0.0044913749999970776,400,97,0,0,303,6,0.6,2.0,4,0.8,3,97,97,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000021_bw025,5,4,1.0,0.25,21,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00041866700000170454,0.0,0.00041866700000170454,,15,0.004200291000000078,400,113,0,0,287,6,0.6,2.0,4,0.8,3,113,113,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000027_bw025,5,4,1.0,0.25,27,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0003558340000004989,0.0,0.0003558340000004989,,15,0.004326416999997917,400,86,0,0,314,6,0.6,2.0,4,0.8,3,86,86,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000028_bw025,5,4,1.0,0.25,28,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00037904200000227206,0.0,0.00037904200000227206,,15,0.004317333999999562,400,103,0,0,297,6,0.6,2.0,4,0.8,3,103,103,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000032_bw025,5,4,1.0,0.25,32,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.000613707999999491,0.0,0.000613707999999491,,15,0.004965292000001398,400,95,0,0,305,6,0.6,2.0,4,0.8,3,95,95,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000034_bw025,5,4,1.0,0.25,34,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0004410419999985038,0.0,0.0004410419999985038,,15,0.004378250000002026,400,99,0,0,301,6,0.6,2.0,4,0.8,3,99,99,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000041_bw025,5,4,1.0,0.25,41,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00042733399999761446,0.0,0.00042733399999761446,,15,0.004822292000000061,400,100,0,0,300,6,0.6,2.0,4,0.8,3,100,100,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000044_bw025,5,4,1.0,0.25,44,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0005031249999980503,0.0,0.0005031249999980503,,15,0.004637292000001736,400,90,0,0,310,6,0.6,2.0,4,0.8,3,90,90,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000050_bw025,5,4,1.0,0.25,50,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00036137500000066325,0.0,0.00036137500000066325,,15,0.0053078339999999,400,95,0,0,305,6,0.6,2.0,4,0.8,3,95,95,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000057_bw025,5,4,1.0,0.25,57,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00036908299999893757,0.0,0.00036908299999893757,,15,0.005201582999998067,400,89,0,0,311,6,0.6,2.0,4,0.8,3,89,89,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000063_bw025,5,4,1.0,0.25,63,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0005576670000024819,0.0,0.0005576670000024819,,15,0.005027375000000944,400,96,0,0,304,6,0.6,2.0,4,0.8,3,96,96,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000064_bw025,5,4,1.0,0.25,64,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00036766699999901675,0.0,0.00036766699999901675,,15,0.004901749999998373,400,90,0,0,310,6,0.6,2.0,4,0.8,3,90,90,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000066_bw025,5,4,1.0,0.25,66,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.00036562500000059117,0.0,0.00036562500000059117,,15,0.005087916000000803,400,96,0,0,304,6,0.6,2.0,4,0.8,3,96,96,0,0,1.0,0.0,0.0
c05_s04_cov100_seed00000070_bw025,5,4,1.0,0.25,70,X,Y,4,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C02-C03 C03-X,0.0004169579999988571,0.0,0.0004169579999988571,,15,0.004756667000002324,400,86,0,0,314,6,0.6,2.0,4,0.8,3,86,86,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000000_bw000,6,1,0.5,0.0,0,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C03->C05 W->Y X->Y C00-X C02-X C03-X,0.0004685829999999669,0.0,0.0004685829999999669,,112,0.1526633749999995,400,136,0,0,264,6,0.24300000000000002,0.81,4,0.7484444444444444,4,136,136,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000001_bw000,6,1,0.5,0.0,1,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C03->C04 C04->C05 W->Y X->Y C00-X C03-X,0.00024300000000110344,0.0,0.00024300000000110344,,69,0.05329341699999901,300,142,0,0,158,6,0.35,0.7,3,0.7,4,142,142,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000002_bw000,6,1,0.5,0.0,2,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C04 X->Y C00-C05 C00-X C02-X,0.00023162500000140085,0.0,0.00023162500000140085,,80,0.059905834000002045,300,133,0,0,167,6,0.33,0.66,3,0.7,4,133,133,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000003_bw000,6,1,0.5,0.0,3,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C02->C05 W->Y X->Y C00-X C02-X C03-C04,0.0003397919999983401,0.0,0.0003397919999983401,,221,0.2717594169999984,400,136,0,0,264,5,0.563,1.21,4,0.6328947368421052,3,136,136,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000004_bw000,6,1,0.5,0.0,4,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 W->Y X->C02 X->Y C00-X,0.00017033299999980045,0.0,0.00017033299999980045,,21,0.014777915999999891,200,100,0,0,100,5,0.5199999999999999,0.52,2,0.7,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000005_bw000,6,1,0.5,0.0,5,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C04 X->C05 X->Y C00-X,0.00023175000000108525,0.0,0.00023175000000108525,,80,0.059145374999999945,300,133,0,0,167,7,0.2916666666666667,0.5833333333333334,3,0.5,3,133,133,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000006_bw000,6,1,0.5,0.0,6,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C04 W->Y X->C03 X->C05 X->Y C00-X,0.00017545900000115466,0.0,0.00017545900000115466,,24,0.015174208000001244,200,100,0,0,100,4,0.46999999999999986,0.47,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000007_bw000,6,1,0.5,0.0,7,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 W->Y X->C02 X->C03 X->C05 X->Y C00-X,0.00017991700000052901,0.0,0.00017991700000052901,,30,0.017154874999999237,200,152,0,0,48,6,0.0,0.0,2,0.0,2,152,152,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000008_bw000,6,1,0.5,0.0,8,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C03->C05 W->Y X->C02 X->Y C00-X,0.00018133300000044983,0.0,0.00018133300000044983,,21,0.014740666000001568,200,100,0,0,100,4,0.4900000000000001,0.49,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000009_bw000,6,1,0.5,0.0,9,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 C03->C05 W->Y X->Y C00-X C02-X,0.00024716699999771663,0.0,0.00024716699999771663,,81,0.06371229100000164,300,227,0,0,73,8,0.3633995037220844,0.9138957816377171,3,0.3,5,227,227,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000010_bw000,6,1,0.5,0.0,10,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C05-X,0.0003251660000032075,0.0,0.0003251660000032075,,101,0.12734970800000056,400,143,0,0,257,8,0.2523373983739837,0.8411246612466124,4,0.3644226579520697,4,143,143,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000011_bw000,6,1,0.5,0.0,11,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->Y C00-C04 C00-C05 C00-X C02-C04,0.00020895799999820497,0.0,0.00020895799999820497,,98,0.07496533299999797,300,100,0,0,200,4,0.6500000000000001,0.65,3,0.8793103448275861,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000012_bw000,6,1,0.5,0.0,12,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C03-X C04-C05,0.0002625410000014483,0.0,0.0002625410000014483,,221,0.2736023329999995,400,129,0,0,271,5,0.5629310344827585,1.2327586206896552,4,0.7717948717948717,3,129,129,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000013_bw000,6,1,0.5,0.0,13,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C05 X->Y C00-X C03-C04,0.0002332919999972205,0.0,0.0002332919999972205,,77,0.0895157090000005,300,203,0,0,97,8,0.0,0.0,3,0.0,3,203,203,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000014_bw000,6,1,0.5,0.0,14,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.00018866599999967093,0.0,0.00018866599999967093,,21,0.014477665999997669,200,100,0,0,100,4,0.54,0.54,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000000_bw010,6,1,0.5,0.1,0,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C03->C05 W->Y X->Y C00-X C02-X C03-X,0.000266875000001221,0.0,0.000266875000001221,,112,0.12073141699999823,400,133,0,0,267,6,0.23399999999999999,0.78,4,0.7226744186046512,4,133,133,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000001_bw010,6,1,0.5,0.1,1,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C03->C04 C04->C05 W->Y X->Y C00-X C03-X,0.00020245800000040504,0.0,0.00020245800000040504,,69,0.0444072910000024,300,127,0,0,173,6,0.315,0.63,3,0.7,4,127,127,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000002_bw010,6,1,0.5,0.1,2,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C04 X->Y C00-C05 C00-X C02-X,0.00020979199999970888,0.0,0.00020979199999970888,,80,0.04885670800000241,300,142,0,0,158,6,0.34,0.68,3,0.7,4,142,142,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000003_bw010,6,1,0.5,0.1,3,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C02->C05 W->Y X->Y C00-X C02-X C03-C04,0.0002297089999991897,0.0,0.0002297089999991897,,221,0.236374541,400,136,0,0,264,5,0.47177777777777774,1.0911111111111111,4,0.6410958904109589,3,136,136,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000004_bw010,6,1,0.5,0.1,4,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 W->Y X->C02 X->Y C00-X,0.00014945799999921405,0.0,0.00014945799999921405,,21,0.013136000000002923,200,100,0,0,100,5,0.4900000000000001,0.49,2,0.7,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000005_bw010,6,1,0.5,0.1,5,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C04 X->C05 X->Y C00-X,0.00020137500000316777,0.0,0.00020137500000316777,,80,0.049581874999997666,300,132,0,0,168,7,0.25806451612903225,0.5161290322580645,3,0.5,3,132,132,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000006_bw010,6,1,0.5,0.1,6,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C04 W->Y X->C03 X->C05 X->Y C00-X,0.00014883300000079203,0.0,0.00014883300000079203,,24,0.013458583999998552,200,100,0,0,100,4,0.5300000000000001,0.53,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000007_bw010,6,1,0.5,0.1,7,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 W->Y X->C02 X->C03 X->C05 X->Y C00-X,0.00016191699999978937,0.0,0.00016191699999978937,,30,0.014657166999999305,200,150,0,0,50,6,0.0,0.0,2,0.0,2,150,150,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000008_bw010,6,1,0.5,0.1,8,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C03->C05 W->Y X->C02 X->Y C00-X,0.00015470900000025267,0.0,0.00015470900000025267,,21,0.013333875000000717,200,100,0,0,100,4,0.45000000000000007,0.45,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000009_bw010,6,1,0.5,0.1,9,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 C03->C05 W->Y X->Y C00-X C02-X,0.000236791999999042,0.0,0.000236791999999042,,81,0.05480120900000074,300,238,0,0,62,8,0.38571428571428573,0.9746031746031746,3,0.3,5,238,238,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000010_bw010,6,1,0.5,0.1,10,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C05-X,0.0002962499999981105,0.0,0.0002962499999981105,,101,0.11813808299999806,400,161,0,0,239,8,0.30343434343434345,1.0114478114478116,4,0.412807881773399,4,161,161,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000011_bw010,6,1,0.5,0.1,11,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->Y C00-C04 C00-C05 C00-X C02-C04,0.00019762500000197747,0.0,0.00019762500000197747,,98,0.06743949999999899,300,100,0,0,200,4,0.7300000000000001,0.73,3,0.9228571428571428,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000012_bw010,6,1,0.5,0.1,12,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C03-X C04-C05,0.00024524999999897545,0.0,0.00024524999999897545,,221,0.2414499579999969,400,135,0,0,265,5,0.5240000000000001,1.1371428571428572,4,0.7666666666666666,3,135,135,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000013_bw010,6,1,0.5,0.1,13,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C05 X->Y C00-X C03-C04,0.00019729099999921118,0.0,0.00019729099999921118,,77,0.05384491599999919,300,201,0,0,99,8,0.0,0.0,3,0.0,3,201,201,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000014_bw010,6,1,0.5,0.1,14,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.00015791699999923026,0.0,0.00015791699999923026,,21,0.013364250000002187,200,100,0,0,100,4,0.5700000000000001,0.57,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000000_bw025,6,1,0.5,0.25,0,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C04 C00->Y C03->C00 C03->X W->Y X->C02 X->Y C00-X C03-C05,0.0003014169999993044,0.0,0.0003014169999993044,,112,0.12051220800000095,400,124,0,0,276,10,0.3445460942997889,1.1484869809992964,4,0.4212121212121212,5,124,124,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000001_bw025,6,1,0.5,0.25,1,X,Y,3,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C03->C04 C04->C05 W->Y X->Y C00-C02 C00-X C03-X,0.0004431670000002441,0.0,0.0004431670000002441,,69,0.045203125000000455,300,206,0,0,94,8,0.656164383561644,1.5205479452054793,3,0.6,4,206,206,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000002_bw025,6,1,0.5,0.25,2,X,Y,3,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C04-X,0.00030829199999971024,0.0,0.00030829199999971024,,80,0.06487133299999925,300,132,0,0,168,7,0.0,0.0,3,0.0,4,132,132,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000003_bw025,6,1,0.5,0.25,3,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C02->C00 C02->X W->Y X->Y C00-X C02-C05 C03-C04,0.00032287500000194314,0.0,0.00032287500000194314,,221,0.24405695900000168,400,123,0,0,277,8,0.7760033444816054,2.2533444816053514,4,0.5086956521739131,4,123,123,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000004_bw025,6,1,0.5,0.25,4,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 W->Y X->C02 X->Y C00-X,0.00014750000000063324,0.0,0.00014750000000063324,,21,0.01354433300000224,200,100,0,0,100,5,0.4900000000000001,0.49,2,0.7,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000005_bw025,6,1,0.5,0.25,5,X,Y,3,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C04-X C05-X,0.00028095800000116355,0.0,0.00028095800000116355,,80,0.05182745800000177,300,132,0,0,168,7,0.325,0.65,3,0.6,4,132,132,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000006_bw025,6,1,0.5,0.25,6,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C04 W->Y X->C03 X->C05 X->Y C00-X,0.0001556660000012755,0.0,0.0001556660000012755,,24,0.01372658299999685,200,100,0,0,100,4,0.5,0.5,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000007_bw025,6,1,0.5,0.25,7,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 W->Y X->C02 X->C03 X->C05 X->Y C00-X,0.00022249999999957026,0.0,0.00022249999999957026,,30,0.014476292000001223,200,151,0,0,49,6,0.0,0.0,2,0.0,2,151,151,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000008_bw025,6,1,0.5,0.25,8,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C03->C05 W->Y X->C02 X->Y C00-X,0.00015404200000190826,0.0,0.00015404200000190826,,21,0.01322070899999872,200,100,0,0,100,4,0.54,0.54,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000009_bw025,6,1,0.5,0.25,9,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C00 C02->C03 C02->X C03->C05 W->Y X->Y C00-X C02-C04,0.00027645900000194956,0.0,0.00027645900000194956,,81,0.05581395799999811,300,175,0,0,125,7,0.305,0.61,3,0.2,4,175,175,0,0,1.0,0.0,0.0
c06_s01_cov050_seed00000010_bw025,6,1,0.5,0.25,10,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C00 C02->C03 C02->X W->Y X->C05 X->Y C00-X C02-C04,0.00037625000000218733,0.0,0.00037625000000218733,,101,0.11488854099999912,400,157,0,0,243,10,0.3162037037037037,1.0540123456790123,4,0.4511420059582919,5,157,157,0,0,1.0,0.0,0.0
