network,x,y,condition,frame_row_id,shard_id,z_star,stored_radius,gac_radius,gac_exact,equal,z_gac_valid_at_g0,backdoor_recheck,sanity_status
Kampen_2014,ALN,DET,D_LLM_INSTR,c8a7f15eeb122746,llm__D_LLM_INSTR__Kampen_2014,"[""AIS"", ""CDR""]",1,1,True,True,True,,
Kampen_2014,ALN,EGC,D_LLM_INSTR,2e65302192e77850,llm__D_LLM_INSTR__Kampen_2014,"[""AIS""]",1,1,True,True,True,,
Kampen_2014,ALN,FTW,D_LLM_INSTR,aeb88d6e26e82a3a,llm__D_LLM_INSTR__Kampen_2014,"[""AIS""]",1,1,True,True,True,,
Kampen_2014,ALN,HOS,D_LLM_INSTR,e960a0e2d9d0d3db,llm__D_LLM_INSTR__Kampen_2014,"[""AIS""]",1,1,True,True,True,,
Kampen_2014,ALN,SUS,D_LLM_INSTR,7c27bfa6389cf555,llm__D_LLM_INSTR__Kampen_2014,"[""AIS""]",1,1,True,True,True,,
Kampen_2014,CDR,DET,D_LLM_INSTR,2f16bb99a077aef2,llm__D_LLM_INSTR__Kampen_2014,"[""ALN"", ""FTW"", ""PER""]",1,1,True,True,True,,
Kampen_2014,PER,DET,D_LLM_INSTR,9df869a9b4a4f58c,llm__D_LLM_INSTR__Kampen_2014,"[""ALN"", ""CDR"", ""FTW""]",3,3,True,True,True,,
Kampen_2014,ALN,APA,D_LLM_INSTR,5321b4f1ad7dc3b5,llm__D_LLM_INSTR__Kampen_2014,"[""AFF"", ""SAN""]",1,1,True,True,True,,
Kampen_2014,AIS,DET,D_LLM_INSTR,05a9ead53e699099,llm__D_LLM_INSTR__Kampen_2014,"[""ALN"", ""CDR"", ""PER""]",1,1,True,True,True,,
Kampen_2014,AIS,EGC,D_LLM_INSTR,39f8c879d7bd97af,llm__D_LLM_INSTR__Kampen_2014,"[""ALN""]",1,1,True,True,True,,
Kampen_2014,AIS,FTW,D_LLM_INSTR,d62a53f7a4d4474f,llm__D_LLM_INSTR__Kampen_2014,"[""ALN""]",1,1,True,True,True,,
Kampen_2014,AIS,HOS,D_LLM_INSTR,f61e4e19c78d2a3c,llm__D_LLM_INSTR__Kampen_2014,"[""ALN""]",1,1,True,True,True,,
Kampen_2014,AIS,SUS,D_LLM_INSTR,14323ffd4faeaf08,llm__D_LLM_INSTR__Kampen_2014,"[""ALN""]",1,1,True,True,True,,
Polzer_2012,Caries,Mortality,D_LLM_INSTR,ab8ffbfce2ed5e53,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",1,1,True,True,True,,
Polzer_2012,Caries,ToothLoss,D_LLM_INSTR,3666a9ce2aeede86,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",1,1,True,True,True,,
Polzer_2012,Psychosocial,Alcohol,D_LLM_INSTR,fcd4759c3569eab6,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Diabetes,D_LLM_INSTR,d0dab3583945a5e3,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Hypertension,D_LLM_INSTR,7cfd9a171bf3ff87,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Lipids,D_LLM_INSTR,ddbb757b354bf60d,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Mortality,D_LLM_INSTR,815cc85da003ee98,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Caries"", ""Sex""]",1,1,True,True,True,,
Polzer_2012,Psychosocial,Obesity,D_LLM_INSTR,e15ef8e20dd4ec99,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Periodontitis,D_LLM_INSTR,c03391b001a5a482,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Smoking,D_LLM_INSTR,2c070254d4797dd7,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,Sport,D_LLM_INSTR,f15ce13843a906b9,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Sex""]",2,2,True,True,True,,
Polzer_2012,Psychosocial,ToothLoss,D_LLM_INSTR,23c117e15440b8d8,llm__D_LLM_INSTR__Polzer_2012,"[""Age"", ""Caries"", ""Sex""]",1,1,True,True,True,,
Schipf_2010,S,T2DM,D_LLM_INSTR,66e0e77416c34965,llm__D_LLM_INSTR__Schipf_2010,"[""PA"", ""U"", ""WC""]",1,1,True,True,True,,
Schipf_2010,S,TT,D_LLM_INSTR,7145d83650cc895b,llm__D_LLM_INSTR__Schipf_2010,"[""A"", ""U"", ""WC""]",1,1,True,True,True,,
Schipf_2010,PA,T2DM,D_LLM_INSTR,ab3b601952dc6301,llm__D_LLM_INSTR__Schipf_2010,"[""A"", ""S""]",1,1,True,True,True,,
Schipf_2010,PA,TT,D_LLM_INSTR,2eb9b91503918261,llm__D_LLM_INSTR__Schipf_2010,"[""A"", ""S""]",1,1,True,True,True,,
Schipf_2010,PA,U,D_LLM_INSTR,a0ae341e55c715fd,llm__D_LLM_INSTR__Schipf_2010,"[""A""]",1,1,True,True,True,,
Schipf_2010,PA,WC,D_LLM_INSTR,8d8cf4141054c3ab,llm__D_LLM_INSTR__Schipf_2010,"[""A""]",1,1,True,True,True,,
Schipf_2010,U,T2DM,D_LLM_INSTR,965bd55c192abfe6,llm__D_LLM_INSTR__Schipf_2010,"[""PA"", ""S"", ""WC""]",2,2,True,True,True,,
Schipf_2010,U,TT,D_LLM_INSTR,68a60e621127dd9b,llm__D_LLM_INSTR__Schipf_2010,"[""A"", ""S"", ""WC""]",2,2,True,True,True,,
Schipf_2010,WC,T2DM,D_LLM_INSTR,4872520ca1d3c1a7,llm__D_LLM_INSTR__Schipf_2010,"[""A"", ""PA"", ""S""]",1,1,True,True,True,,
Schipf_2010,WC,TT,D_LLM_INSTR,ecd459d8985b13a2,llm__D_LLM_INSTR__Schipf_2010,"[""A"", ""S""]",2,2,True,True,True,,
Schipf_2010,WC,U,D_LLM_INSTR,2428bab9f4afebff,llm__D_LLM_INSTR__Schipf_2010,"[""A""]",2,2,True,True,True,,
Sebastiani_2005,TGFBR3.8,TGFBR3.2,D_LLM_INSTR,7aa4a305db33dada,llm__D_LLM_INSTR__Sebastiani_2005,"[""CAT""]",1,1,True,True,True,,
Sebastiani_2005,TGFBR3.8,TGFBR3.9,D_LLM_INSTR,8d77aa70f645f886,llm__D_LLM_INSTR__Sebastiani_2005,"[""CAT""]",1,1,True,True,True,,
Sebastiani_2005,TGFBR3.2,TGFBR3.9,D_LLM_INSTR,9f4fe74a6392e900,llm__D_LLM_INSTR__Sebastiani_2005,"[""TGFBR3.10"", ""TGFBR3.8""]",1,1,True,True,True,,
Shrier_2008,TeamMotivation,Injury,D_LLM_INSTR,9d100477584444ba,llm__D_LLM_INSTR__Shrier_2008,"[""ContactSport"", ""NeuromuscularFatigue"", ""PreGameProprioception"", ""TissueWeakness""]",1,1,True,True,True,,
Shrier_2008,TeamMotivation,IntraGameProprioception,D_LLM_INSTR,c53c3de298524f85,llm__D_LLM_INSTR__Shrier_2008,"[""ContactSport"", ""NeuromuscularFatigue"", ""PreGameProprioception""]",1,1,True,True,True,,
Shrier_2008,TeamMotivation,WarmUpExercises,D_LLM_INSTR,a43af17f7bbc3f3b,llm__D_LLM_INSTR__Shrier_2008,"[""PreGameProprioception""]",1,1,True,True,True,,
barley,frspdag,aks_m2,D_LLM_INSTR,1bdd736344b8aae7,llm__D_LLM_INSTR__barley,"[""antplnt"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv""]",1,1,True,True,True,,
barley,frspdag,aks_vgt,D_LLM_INSTR,7afb2f38c4de21f9,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv""]",1,1,True,True,True,,
barley,frspdag,keraks,D_LLM_INSTR,217e53543f0e69a3,llm__D_LLM_INSTR__barley,"[""antplnt"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv""]",1,1,True,True,True,,
barley,frspdag,ksort,D_LLM_INSTR,0fa78eaf3fbf2cd2,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,frspdag,protein,D_LLM_INSTR,2c98285fcedd368b,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""nprot"", ""rokap"", ""sorttkv"", ""srtprot"", ""srtsize""]",1,1,True,True,True,,
barley,frspdag,s2225,D_LLM_INSTR,a475b57e3b779b65,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,frspdag,s2528,D_LLM_INSTR,d743a492b88dc781,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,frspdag,slt22,D_LLM_INSTR,8c2bdfc751681521,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,frspdag,spndx,D_LLM_INSTR,9234efc18fd0c8f5,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,frspdag,tkv,D_LLM_INSTR,8bc81125b6d795e6,llm__D_LLM_INSTR__barley,"[""antplnt"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv""]",1,1,True,True,True,,
barley,frspdag,udb,D_LLM_INSTR,1969e3c97128a067,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""rokap"", ""sorttkv""]",1,1,True,True,True,,
barley,jordinf,aks_m2,D_LLM_INSTR,4de979fd4e0c763c,llm__D_LLM_INSTR__barley,"[""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv""]",1,1,True,True,True,,
barley,jordinf,aks_vgt,D_LLM_INSTR,f8c586a3574765e9,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv""]",1,1,True,True,True,,
barley,jordinf,keraks,D_LLM_INSTR,5a430b41d323f3f9,llm__D_LLM_INSTR__barley,"[""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv""]",1,1,True,True,True,,
barley,jordinf,ksort,D_LLM_INSTR,641f5d568045839c,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,jordinf,protein,D_LLM_INSTR,9ab562c6e8db2646,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""nprot"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv"", ""srtprot"", ""srtsize""]",1,1,True,True,True,,
barley,jordinf,s2225,D_LLM_INSTR,9e14be48100575b1,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,jordinf,s2528,D_LLM_INSTR,aac67b753f099593,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,jordinf,slt22,D_LLM_INSTR,0c08b127571c66fb,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,jordinf,spndx,D_LLM_INSTR,0d29c8ab0b0b81ba,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,jordinf,tkv,D_LLM_INSTR,768d209396e8a62a,llm__D_LLM_INSTR__barley,"[""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv""]",1,1,True,True,True,,
barley,jordinf,udb,D_LLM_INSTR,c70937e2372e048d,llm__D_LLM_INSTR__barley,"[""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""partigerm"", ""rokap"", ""saakern"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,aks_m2,D_LLM_INSTR,bd2c969d18acaadf,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,aks_vgt,D_LLM_INSTR,1edc6d7ac21072c9,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,jordn,D_LLM_INSTR,f6bc93b58516b679,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""jordtype"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,keraks,D_LLM_INSTR,dbe33e372995f5d0,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,ksort,D_LLM_INSTR,79d3fa19938f1041,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,mod_nmin,D_LLM_INSTR,ebe79c85e8163d17,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""jordtype""]",1,1,True,True,True,,
barley,nedbarea,ngodn,D_LLM_INSTR,2747931161edada2,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,ngodnn,D_LLM_INSTR,10c8db22cdfba307,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""jordtype"", ""nopt"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,ngodnt,D_LLM_INSTR,b88c96f810e6d191,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""exptgens"", ""forfrugt"", ""jordtype""]",1,1,True,True,True,,
barley,nedbarea,ngtilg,D_LLM_INSTR,c8c4116f8af44151,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""dg25"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,nprot,D_LLM_INSTR,cef811185051f2ab,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,ntilg,D_LLM_INSTR,10996bd041ade3d6,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""dg25"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,protein,D_LLM_INSTR,c4d0d196739d415d,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtprot"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,s2225,D_LLM_INSTR,122299d7b1233cad,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,s2528,D_LLM_INSTR,1534341de326d29b,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,slt22,D_LLM_INSTR,8b2d02d8343dd5fb,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,spndx,D_LLM_INSTR,aa0dde073f912603,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,tkv,D_LLM_INSTR,922c71038b4b83aa,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,udb,D_LLM_INSTR,0493f11541458855,llm__D_LLM_INSTR__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,dg25,aks_m2,D_LLM_INSTR,8ac904ebf0334ba8,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,aks_vgt,D_LLM_INSTR,04018adc38ecd817,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,keraks,D_LLM_INSTR,8517dd5297bb0c74,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,ksort,D_LLM_INSTR,3fc49c00b2cfe4c8,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,protein,D_LLM_INSTR,5099910ad16f2c6e,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""nprot"", ""sorttkv"", ""srtprot"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,s2225,D_LLM_INSTR,bc11f65e65562eb5,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,s2528,D_LLM_INSTR,08f5397cb9415f48,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,slt22,D_LLM_INSTR,cfa098458361a79f,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,spndx,D_LLM_INSTR,de73fed186cf1732,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,tkv,D_LLM_INSTR,2256559469ff84d7,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,udb,D_LLM_INSTR,261b487c3f5ccf68,llm__D_LLM_INSTR__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,srtsize,ksort,D_LLM_INSTR,8b76caa075962784,llm__D_LLM_INSTR__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,protein,D_LLM_INSTR,e2ba1af75e444eb7,llm__D_LLM_INSTR__barley,"[""aks_vgt"", ""dgv1059"", ""keraks"", ""nprot"", ""srtprot""]",1,1,True,True,True,,
barley,srtsize,s2225,D_LLM_INSTR,8f520c339e18ed70,llm__D_LLM_INSTR__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,s2528,D_LLM_INSTR,5bb3b76dc3d3c686,llm__D_LLM_INSTR__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,slt22,D_LLM_INSTR,f3dfb775a9fd1227,llm__D_LLM_INSTR__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,spndx,D_LLM_INSTR,dab9974ff2686649,llm__D_LLM_INSTR__barley,"[""aks_vgt"", ""dgv5980"", ""keraks"", ""ntilg""]",1,1,True,True,True,,
child,CardiacMixing,HypDistrib,D_LLM_INSTR,517a03a55cf7db5f,llm__D_LLM_INSTR__child,"[""DuctFlow""]",1,1,True,True,True,,
child,CardiacMixing,HypoxiaInO2,D_LLM_INSTR,024c205a7e1027d0,llm__D_LLM_INSTR__child,"[""LungParench""]",1,1,True,True,True,,
child,CardiacMixing,LowerBodyO2,D_LLM_INSTR,c48df8e293f27b1e,llm__D_LLM_INSTR__child,"[""DuctFlow"", ""LungParench""]",1,1,True,True,True,,
child,CardiacMixing,RUQO2,D_LLM_INSTR,7dc0c450454e4ca3,llm__D_LLM_INSTR__child,"[""LungParench""]",1,1,True,True,True,,
child,LungParench,ChestXray,D_LLM_INSTR,3bbd0a3a5ad47583,llm__D_LLM_INSTR__child,"[""LungFlow""]",1,1,True,True,True,,
child,LungParench,Grunting,D_LLM_INSTR,50d0316db995f35d,llm__D_LLM_INSTR__child,"[""Sick""]",1,1,True,True,True,,
child,LungParench,GruntingReport,D_LLM_INSTR,d0b9369f5e67475a,llm__D_LLM_INSTR__child,"[""Sick""]",1,1,True,True,True,,
child,LungParench,HypoxiaInO2,D_LLM_INSTR,810076ad50fad6e8,llm__D_LLM_INSTR__child,"[""CardiacMixing""]",1,1,True,True,True,,
child,LungParench,LowerBodyO2,D_LLM_INSTR,7bfb1750d6c12767,llm__D_LLM_INSTR__child,"[""CardiacMixing"", ""HypDistrib""]",1,1,True,True,True,,
child,LungParench,RUQO2,D_LLM_INSTR,b3a2bb4a5b7110a0,llm__D_LLM_INSTR__child,"[""CardiacMixing""]",1,1,True,True,True,,
child,LungParench,XrayReport,D_LLM_INSTR,e77addcf01645c87,llm__D_LLM_INSTR__child,"[""LungFlow""]",1,1,True,True,True,,
child,Sick,Grunting,D_LLM_INSTR,c874c3a7cfde43a0,llm__D_LLM_INSTR__child,"[""LungParench""]",1,1,True,True,True,,
child,Sick,GruntingReport,D_LLM_INSTR,063ae8ad290f9e7e,llm__D_LLM_INSTR__child,"[""LungParench""]",1,1,True,True,True,,
hailfinder,ScenRel3_4,N34StarFcst,D_LLM_INSTR,5bcb7379508429f9,llm__D_LLM_INSTR__hailfinder,"[""PlainsFcst""]",1,1,True,True,True,,
hailfinder,ScenRel3_4,R5Fcst,D_LLM_INSTR,e6b306433c133317,llm__D_LLM_INSTR__hailfinder,"[""MountainFcst"", ""PlainsFcst""]",1,1,True,True,True,,
hailfinder,ScenRelAMCIN,N34StarFcst,D_LLM_INSTR,38ae0d566cb8ca2c,llm__D_LLM_INSTR__hailfinder,"[""CapChange"", ""CurPropConv"", ""InsSclInScen"", ""MorningCIN"", ""ScenRel3_4"", ""ScnRelPlFcst""]",1,1,True,True,True,,
hailfinder,ScenRelAMCIN,PlainsFcst,D_LLM_INSTR,f9af0e1ca9bd12f9,llm__D_LLM_INSTR__hailfinder,"[""CapChange"", ""CurPropConv"", ""InsSclInScen"", ""MorningCIN"", ""ScnRelPlFcst""]",1,1,True,True,True,,
hailfinder,ScenRelAMCIN,R5Fcst,D_LLM_INSTR,9fc3f1ebeb844c05,llm__D_LLM_INSTR__hailfinder,"[""CapChange"", ""CurPropConv"", ""InsSclInScen"", ""MorningCIN"", ""MountainFcst"", ""ScenRel3_4"", ""ScnRelPlFcst""]",1,1,True,True,True,,
hailfinder,ScenRelAMIns,N34StarFcst,D_LLM_INSTR,9065badafb56a7de,llm__D_LLM_INSTR__hailfinder,"[""AMDewptCalPl"", ""CapInScen"", ""CurPropConv"", ""InsChange"", ""LIfr12ZDENSd"", ""ScenRel3_4"", ""ScnRelPlFcst""]",1,1,True,True,True,,
hailfinder,ScenRelAMIns,PlainsFcst,D_LLM_INSTR,43663a697c1daadb,llm__D_LLM_INSTR__hailfinder,"[""AMDewptCalPl"", ""CapInScen"", ""CurPropConv"", ""InsChange"", ""LIfr12ZDENSd"", ""ScnRelPlFcst""]",1,1,True,True,True,,
hailfinder,ScenRelAMIns,R5Fcst,D_LLM_INSTR,5c2feb2614a1866f,llm__D_LLM_INSTR__hailfinder,"[""AMDewptCalPl"", ""CapInScen"", ""CurPropConv"", ""InsChange"", ""LIfr12ZDENSd"", ""MountainFcst"", ""ScenRel3_4"", ""ScnRelPlFcst""]",1,1,True,True,True,,
hailfinder,ScnRelPlFcst,N34StarFcst,D_LLM_INSTR,5d2e858a4f593a98,llm__D_LLM_INSTR__hailfinder,"[""CapInScen"", ""CurPropConv"", ""InsSclInScen"", ""ScenRel3_4""]",1,1,True,True,True,,
hailfinder,ScnRelPlFcst,PlainsFcst,D_LLM_INSTR,6c129c78399006cb,llm__D_LLM_INSTR__hailfinder,"[""CapInScen"", ""CurPropConv"", ""InsSclInScen""]",1,1,True,True,True,,
hailfinder,ScnRelPlFcst,R5Fcst,D_LLM_INSTR,2737ff4b6519ce10,llm__D_LLM_INSTR__hailfinder,"[""CapInScen"", ""CurPropConv"", ""InsSclInScen"", ""MountainFcst"", ""ScenRel3_4""]",1,1,True,True,True,,
hepar2,RHepatitis,alt,D_LLM_INSTR,b8c6226b57e0159c,llm__D_LLM_INSTR__hepar2,"[""ChHepatitis"", ""Cirrhosis"", ""Steatosis"", ""alcoholism""]",1,1,True,True,True,,
